Date,Price
2014-01-06,9685.76
2014-01-07,9778.2
2014-01-08,9795.86
2014-01-09,9803.27
2014-01-10,9806.73
2014-01-11,9799.33
2014-01-12,9771.56
2014-01-13,9805.4
2014-01-14,9812.67
2014-01-15,9824.33
2014-01-16,9794.32
2014-01-17,9740.94
2014-01-18,9741.31
2014-01-19,9713.72
2014-01-20,9713.7
2014-01-21,9713.33
2014-01-22,9689
2014-01-23,9693.56
2014-01-24,9705.13
2014-01-25,9710.99
2014-01-26,9692.56
2014-01-27,9729.37
2014-01-28,9734.66
2014-01-29,9845.59
2014-01-30,10027.85
2014-01-31,10157.95
2014-02-01,9980.37
2014-02-02,10012.03
2014-02-03,10032.11
2014-02-04,10246.61
2014-02-06,10565.31
2014-02-07,10289.19
2014-02-08,10554.96
2014-02-09,10326.9
2014-02-10,10433.6
2014-02-11,10436.29
2014-02-12,10452.5
2014-02-13,10440.11
2014-02-14,10452.27
2014-02-15,10438.81
2014-02-16,10468.42
2014-02-17,10453.26
2014-02-18,10485.05
2014-02-19,10501.45
2014-02-20,10476.04
2014-02-21,10500.16
2014-02-22,10477.61
2014-02-23,10485.16
2014-02-24,10429.82
2014-02-25,10438.52
2014-02-26,10442.32
2014-02-27,10504.63
2014-02-28,10613.1
2014-03-01,10612.75
2014-03-02,10661.74
2014-03-03,10770.7
2014-03-04,10777.75
2014-03-05,10799.12
2014-03-06,10806.15
2014-03-07,10799.76
2014-03-08,10820.41
2014-03-09,10825.91
2014-03-10,10833.43
2014-03-11,10813.2
2014-03-12,10838.91
2014-03-13,10836.31
2014-03-14,10796.47
2014-03-15,10828.06
2014-03-16,10824.49
2014-03-17,10829.77
2014-03-18,10824.9
2014-03-19,10826.85
2014-03-20,10857.68
2014-03-21,10917
2014-03-22,10939.23
2014-03-23,10945
2014-03-24,10925.04
2014-03-25,10901.26
2014-03-26,10904.03
2014-03-27,10904.03
2014-03-28,11658.81
2014-03-29,11945.9
2014-03-30,11931.83
2014-03-31,11977.77
2014-04-01,11970.8
2014-04-02,11956.37
2014-04-03,12081.72
2014-04-04,12078.91
2014-04-05,12083.63
2014-04-06,12068.38
2014-04-07,12107.15
2014-04-08,12132.33
2014-04-09,12292.34
2014-04-10,12393.66
2014-04-11,12402.77
2014-04-12,12642.09
2014-04-13,12912.69
2014-04-14,12903.8
2014-04-15,13008.33
2014-04-16,13005.64
2014-04-17,12985.3
2014-04-18,13014.91
2014-04-19,12987.26
2014-04-20,12987.01
2014-04-21,12978.98
2014-04-22,13393.68
2014-04-23,13450.27
2014-04-24,13555.07
2014-04-25,14156.63
2014-04-26,14204.9
2014-04-27,14181.56
2014-04-28,14220.5
2014-04-29,14304.37
2014-04-30,14338.01
2014-05-01,14285.93
2014-05-02,14321.38
2014-05-03,14303.97
2014-05-04,14276.61
2014-05-05,14300.59
2014-05-06,14270.69
2014-05-07,14240.46
2014-05-08,14221.63
2014-05-09,14276.7
2014-05-11,14306.06
2014-05-12,14260.96
2014-05-13,14303.47
2014-05-14,13937.05
2014-05-15,13908.52
2014-05-16,13908.22
2014-05-17,19190.55
2014-05-18,19183.05
2014-05-20,19201.16
2014-05-21,19221.85
2014-05-22,19224.72
2014-05-23,18700.07
2014-05-24,13438.61
2014-05-25,13407.26
2014-05-26,13327.12
2014-05-27,13314.76
2014-05-28,13522.24
2014-05-29,13566.23
2014-05-30,13612.33
2014-05-31,13573.18
2014-06-01,13605.03
2014-06-02,13604.08
2014-06-03,13575.08
2014-06-04,13433.48
2014-06-05,13428.16
2014-06-06,13422.98
2014-06-07,13453.86
2014-06-08,13459.89
2014-06-09,13457.12
2014-06-10,13457.21
2014-06-11,13456.36
2014-06-12,13475.64
2014-06-13,14376.22
2014-06-14,14696.71
2014-06-15,14693.44
2014-06-16,14667.24
2014-06-17,14651.29
2014-06-18,14605.74
2014-06-19,13539.53
2014-06-20,14567.47
2014-06-21,14602.86
2014-06-22,13540.15
2014-06-23,13577.48
2014-06-25,14598.5
2014-06-26,14599.62
2014-06-27,14581.99
2014-06-28,14603.62
2014-06-29,14603.11
2014-06-30,14603.99
2014-07-01,14615.39
2014-07-02,14637.72
2014-07-03,14676.36
2014-07-04,15497.38
2014-07-05,15491.78
2014-07-06,15483.53
2014-07-07,15407.24
2014-07-08,15411.34
2014-07-09,15431.48
2014-07-11,15499.77
2014-07-12,15523.54
2014-07-13,15496.6
2014-07-14,15520.54
2014-07-15,15465.25
2014-07-16,15343.25
2014-07-17,15302.34
2014-07-19,15349.07
2014-07-20,15348.84
2014-07-21,16203.96
2014-07-22,13531.06
2014-07-23,13505.6
2014-07-24,13490.3
2014-07-25,13496.08
2014-07-26,13493.24
2014-07-27,13484.49
2014-07-28,13486.95
2014-07-29,13682.19
2014-07-30,13676.98
2014-07-31,13721.57
2014-08-01,13792.33
2014-08-02,13806.14
2014-08-03,14755.46
2014-08-04,14746.8
2014-08-05,14761.17
2014-08-06,13708.77
2014-08-07,13703.63
2014-08-08,13855.99
2014-08-09,13863.44
2014-08-10,14624.74
2014-08-11,14599.91
2014-08-12,14724.09
2014-08-13,13911.45
2014-08-14,13960.45
2014-08-15,13866.29
2014-08-16,14314.76
2014-08-17,14324.98
2014-08-18,13915.16
2014-08-19,13892.31
2014-08-20,14321.32
2014-08-21,14339.37
2014-08-22,14864.53
2014-08-23,14899.33
2014-08-24,14891.59
2014-08-25,14809.82
2014-08-26,14911.51
2014-08-27,14608.2
2014-08-28,14305.96
2014-08-29,14462.21
2014-08-30,14453.21
2014-08-31,14447.4
2014-09-01,14334.27
2014-09-02,14431.48
2014-09-03,14281.42
2014-09-04,14334.8
2014-09-05,15771.86
2014-09-06,15844.51
2014-09-07,15832.35
2014-09-08,15791.14
2014-09-09,15023.35
2014-09-10,16025.56
2014-09-11,15979.17
2014-09-12,16152.82
2014-09-13,16130.42
2014-09-14,16141.6
2014-09-15,16140.86
2014-09-16,16128.06
2014-09-17,16136.45
2014-09-18,16216.79
2014-09-19,16215.04
2014-09-20,16226.39
2014-09-21,16257.87
2014-09-22,16254.33
2014-09-23,16227.33
2014-09-24,16214.06
2014-09-25,16188.38
2014-09-26,16236.36
2014-09-27,16102.32
2014-09-28,16085.25
2014-09-29,16077.51
2014-09-30,16133.33
2014-10-01,16212.91
2014-10-02,16253.4
2014-10-03,16265.13
2014-10-04,16280.73
2014-10-05,16298.79
2014-10-06,16383.45
2014-10-07,16450.39
2014-10-08,16290.17
2014-10-10,16378.23
2014-10-11,16426.96
2014-10-12,16281.01
2014-10-13,16294.54
2014-10-14,16284.74
2014-10-15,16386.48
2014-10-16,16424.51
2014-10-17,16543.86
2014-10-18,16334.66
2014-10-19,16103.72
2014-10-20,16094.25
2014-10-21,16078.77
2014-10-22,16229.36
2014-10-23,16176.41
2014-10-24,16092.78
2014-10-25,16106.91
2014-10-26,15784.64
2014-10-27,15748.65
2014-10-28,15671.46
2014-10-29,15518.07
2014-10-30,15507.43
2014-10-31,15852.36
2014-11-01,15599.27
2014-11-02,15598.65
2014-11-03,15654.64
2014-11-04,15965.43
2014-11-05,16695.9
2014-11-06,16455.59
2014-11-07,15947.36
2014-11-08,15604.04
2014-11-09,15948.62
2014-11-10,15968.21
2014-11-11,16687.25
2014-11-12,16657.26
2014-11-13,16823.59
2014-11-14,16219.17
2014-11-15,16249.13
2014-11-16,16255.47
2014-11-17,16304.11
2014-11-18,16408.73
2014-11-19,16411.55
2014-11-20,16460.51
2014-11-21,16463.62
2014-11-22,18513.05
2014-11-23,16639.21
2014-11-24,16659.44
2014-11-25,18517.3
2014-11-26,18473.74
2014-11-27,19532.86
2014-11-28,20013.02
2014-11-29,20013.29
2014-11-30,20051.37
2014-12-01,20123.47
2014-12-02,19379.15
2014-12-03,18999.02
2014-12-04,19808.23
2014-12-05,19817.17
2014-12-06,21044.83
2014-12-07,21060.45
2014-12-08,19402.33
2014-12-09,21111.16
2014-12-10,21313.8
2014-12-11,21151.45
2014-12-12,20231.87
2014-12-13,20304.01
2014-12-14,20298.54
2014-12-15,20266.32
2014-12-16,20247.54
2014-12-17,20210.34
2014-12-18,20205.83
2014-12-19,20268.86
2014-12-20,20271.5
2014-12-21,19960.95
2014-12-22,19970.7
2014-12-23,20207.62
2014-12-24,20443.16
2014-12-25,20400.7
2014-12-26,20387.15
2014-12-27,20159.56
2014-12-28,19876.21
2014-12-29,18771.07
2014-12-30,18771.69
2014-12-31,19755
2015-01-01,19764.88
2015-01-02,19997.5
2015-01-03,19979.65
2015-01-04,19903.18
2015-01-05,19931.2
2015-01-06,19985.82
2015-01-07,19883.24
2015-01-08,20622.14
2015-01-09,20741.11
2015-01-10,20720.43
2015-01-11,20702.14
2015-01-12,19496.44
2015-01-13,20767.63
2015-01-14,20790.4
2015-01-15,20819.2
2015-01-16,20824.26
2015-01-17,19079.53
2015-01-18,20492.34
2015-01-19,20497.34
2015-01-20,20085.02
2015-01-21,20095.82
2015-01-22,20201.33
2015-01-23,19795.26
2015-01-24,19835.78
2015-01-25,20791.71
2015-01-26,20716
2015-01-27,20755.96
2015-01-28,19227.64
2015-01-29,20430.06
2015-01-30,20188.84
2015-01-31,20140.97
2015-02-01,19964.19
2015-02-02,20016.89
2015-02-03,19011.51
2015-02-04,20335.17
2015-02-05,20390.59
2015-02-06,20113.73
2015-02-07,20353.69
2015-02-08,20698.76
2015-02-09,18112.95
2015-02-10,19725.62
2015-02-11,19981.64
2015-02-12,19981.01
2015-02-13,19971.35
2015-02-14,19957.3
2015-02-15,19989.58
2015-02-16,20102.21
2015-02-17,19572.74
2015-02-18,19506.28
2015-02-19,17581.04
2015-02-20,19232.89
2015-02-21,19858.78
2015-02-22,19542.83
2015-02-23,19884.84
2015-02-24,19967.89
2015-02-25,19968.11
2015-02-26,19564.58
2015-02-27,19581.48
2015-02-28,19580.84
2015-03-01,19707.57
2015-03-02,19686.72
2015-03-03,19733.37
2015-03-04,20283.43
2015-03-05,20300.06
2015-03-06,20283
2015-03-07,20274.98
2015-03-08,20615.38
2015-03-09,20065.87
2015-03-10,20321.72
2015-03-11,20307.11
2015-03-12,20300.39
2015-03-13,20261.51
2015-03-14,20314.72
2015-03-15,20392.6
2015-03-16,20664.7
2015-03-17,18534.3
2015-03-18,18838.99
2015-03-19,19152.34
2015-03-20,19086.14
2015-03-21,18944.38
2015-03-22,18970.71
2015-03-23,18892.99
2015-03-24,18932.43
2015-03-25,19071.93
2015-03-26,19693.87
2015-03-27,19694.62
2015-03-28,19690.99
2015-03-29,19782.68
2015-03-30,19774.45
2015-03-31,19607.5
2015-04-01,19624.68
2015-04-02,19607.57
2015-04-03,19634.09
2015-04-04,19747.71
2015-04-05,19761.79
2015-04-06,19005.7
2015-04-07,19045.91
2015-04-08,19041.92
2015-04-09,19042.34
2015-04-10,19173.97
2015-04-11,19050.27
2015-04-12,19142.65
2015-04-13,19426.54
2015-04-14,19409.3
2015-04-15,19269.35
2015-04-16,19001.25
2015-04-17,18787.78
2015-04-18,18928.38
2015-04-19,19114.52
2015-04-20,19119.83
2015-04-21,18890.53
2015-04-22,18853.84
2015-04-23,18848.31
2015-04-24,18911.84
2015-04-25,18913.55
2015-04-26,18927.29
2015-04-27,18927.38
2015-04-28,18927.83
2015-04-29,18935.19
2015-04-30,18935.35
2015-05-01,18949.15
2015-05-02,18951.4
2015-05-03,18948.8
2015-05-04,18898.85
2015-05-05,19107.33
2015-05-06,19079.42
2015-05-07,18872.53
2015-05-08,18680.2
2015-05-09,19132.72
2015-05-10,19191.52
2015-05-11,19180.29
2015-05-12,17913.68
2015-05-13,18577.57
2015-05-14,18544.66
2015-05-15,20437.35
2015-05-16,20423.25
2015-05-17,22346.99
2015-05-18,23504.32
2015-05-19,24795.71
2015-05-20,24789.8
2015-05-21,22347.47
2015-05-22,22352.96
2015-05-23,22800.62
2015-05-24,22800.76
2015-05-25,22910.87
2015-05-26,22911.29
2015-05-27,22912.93
2015-05-28,20654.48
2015-05-29,22859.15
2015-05-30,22861.54
2015-05-31,22856.47
2015-06-01,20760.03
2015-06-02,20581.51
2015-06-03,20504.26
2015-06-04,20506.26
2015-06-05,18346.51
2015-06-06,18343.44
2015-06-07,18006.28
2015-06-08,18201.33
2015-06-09,18500.65
2015-06-10,18775.25
2015-06-11,18443.08
2015-06-12,18895.66
2015-06-13,18903.03
2015-06-14,18537.69
2015-06-15,18536.46
2015-06-16,18813.12
2015-06-17,20763.9
2015-06-18,18652.87
2015-06-19,18668.77
2015-06-20,20707.82
2015-06-21,20710.11
2015-06-22,20708.36
2015-06-23,18680.79
2015-06-24,18762.6
2015-06-25,18739.3
2015-06-26,20259.39
2015-06-27,20313.34
2015-06-28,22690.62
2015-06-29,20744.62
2015-06-30,20748.23
2015-07-01,20758.25
2015-07-02,20963.06
2015-07-03,19017.77
2015-07-04,19324.48
2015-07-05,19328.12
2015-07-06,19232.09
2015-07-07,19414.33
2015-07-08,19164.24
2015-07-09,19198.78
2015-07-10,18940.06
2015-07-11,18678.28
2015-07-12,18777.13
2015-07-13,18648.87
2015-07-14,18807.46
2015-07-15,18780.29
2015-07-16,18756.28
2015-07-17,18531.64
2015-07-18,18532.87
2015-07-19,18618.18
2015-07-20,18657.1
2015-07-21,18058.31
2015-07-22,18039.74
2015-07-23,17964.33
2015-07-24,17960.52
2015-07-25,17960.35
2015-07-26,16831.79
2015-07-27,16318.2
2015-07-28,16420.25
2015-07-29,18012.57
2015-07-30,18013.79
2015-07-31,16528
2015-08-01,16572.59
2015-08-02,16573.24
2015-08-03,16556.23
2015-08-04,16541.28
2015-08-05,16537.45
2015-08-06,16483.61
2015-08-07,16460.31
2015-08-08,16453.25
2015-08-09,16460.67
2015-08-10,17920.64
2015-08-11,17932.02
2015-08-12,17899.05
2015-08-13,18767.82
2015-08-14,18735.23
2015-08-15,18743.02
2015-08-16,18748.03
2015-08-17,18749.07
2015-08-18,18749.01
2015-08-19,18683.81
2015-08-20,18769.11
2015-08-21,17477.78
2015-08-22,17493.96
2015-08-23,17432.56
2015-08-24,17390.08
2015-08-25,17872.07
2015-08-26,17870.31
2015-08-27,17896.85
2015-08-28,17847.03
2015-08-29,17883.47
2015-08-30,17980.19
2015-08-31,17821.67
2015-09-01,17740.6
2015-09-02,17906.59
2015-09-03,17842.37
2015-09-04,17848.61
2015-09-05,17860.48
2015-09-06,17864.1
2015-09-07,17767.92
2015-09-08,17911.32
2015-09-09,17927.65
2015-09-10,17934.06
2015-09-11,20218.62
2015-09-12,20208.69
2015-09-13,20219.33
2015-09-14,20336.4
2015-09-15,20336.01
2015-09-16,20303.23
2015-09-17,20354.94
2015-09-18,20358.66
2015-09-19,20366.32
2015-09-20,20383.89
2015-09-21,20384.16
2015-09-22,20345.45
2015-09-23,18920.62
2015-09-24,20317.95
2015-09-25,20640.12
2015-09-26,23202.59
2015-09-27,23189.67
2015-09-28,23449.05
2015-09-29,23423.45
2015-09-30,23332.74
2015-10-01,23407.2
2015-10-02,23412.29
2015-10-03,23406.41
2015-10-04,23408.39
2015-10-05,23372.01
2015-10-06,23355.4
2015-10-07,20963.92
2015-10-08,20951.8
2015-10-09,21014.25
2015-10-10,21004.12
2015-10-11,21008.44
2015-10-12,21032.32
2015-10-13,21041.9
2015-10-14,21054.74
2015-10-15,21056.31
2015-10-16,21076.42
2015-10-17,21018.84
2015-10-18,21018.51
2015-10-19,21174.38
2015-10-20,20197.29
2015-10-21,20212.46
2015-10-22,20366.12
2015-10-23,20387.86
2015-10-24,20337.95
2015-10-25,20332.25
2015-10-26,20354.95
2015-10-27,20371.5
2015-10-28,20592.2
2015-10-29,20604.15
2015-10-30,20450.81
2015-10-31,20059.19
2015-11-01,20058.37
2015-11-02,20010.31
2015-11-03,20006.32
2015-11-04,20543.97
2015-11-05,20735.77
2015-11-06,20774.24
2015-11-07,20788.37
2015-11-08,20728.66
2015-11-09,20733.28
2015-11-10,20563.71
2015-11-11,20389.77
2015-11-12,20761.08
2015-11-13,20357.19
2015-11-14,20420.69
2015-11-15,20440.6
2015-11-16,20124.34
2015-11-17,20077.54
2015-11-18,20136.21
2015-11-19,20084.73
2015-11-20,19921.33
2015-11-21,19999.06
2015-11-22,19914.2
2015-11-23,20064.7
2015-11-24,20038.19
2015-11-25,19539.81
2015-11-26,19543.35
2015-11-27,19462.88
2015-11-28,19828.21
2015-11-29,19530.38
2015-11-30,19737.46
2015-12-01,19524.06
2015-12-02,20007.94
2015-12-03,20076.06
2015-12-04,20158.38
2015-12-05,20268.98
2015-12-06,20271.28
2015-12-07,20323.69
2015-12-08,19733.82
2015-12-09,19684.61
2015-12-10,19843.6
2015-12-11,19846.59
2015-12-12,19807.11
2015-12-13,19822.52
2015-12-14,19836.19
2015-12-15,20327.76
2015-12-16,20226.34
2015-12-17,20435.7
2015-12-18,20442.54
2015-12-19,20554.79
2015-12-20,20546.24
2015-12-21,20521.12
2015-12-22,20544.9
2015-12-23,20428.47
2015-12-24,20433.16
2015-12-25,20410.26
2015-12-26,20424.3
2015-12-27,20457.85
2015-12-28,20496.82
2015-12-29,20512.45
2015-12-30,20543.67
2015-12-31,20614.55
2016-01-01,20472.91
2016-01-02,20451.74
2016-01-03,20482.45
2016-01-04,20472.19
2016-01-05,20487.3
2016-01-06,21576.19
2016-01-07,21635.65
2016-01-08,21394.15
2016-01-09,22865.67
2016-01-10,22951.82
2016-01-11,21677.77
2016-01-12,22971.69
2016-01-13,22838.4
2016-01-14,22753.05
2016-01-15,22685.5
2016-01-16,22708.11
2016-01-17,22741.13
2016-01-18,22737.9
2016-01-19,22745.56
2016-01-20,22774.58
2016-01-21,22713.98
2016-01-22,22717.93
2016-01-23,22812.87
2016-01-24,22791.35
2016-01-25,22749.89
2016-01-26,22741.56
2016-01-27,22888.5
2016-01-28,21708.5
2016-01-29,20221.69
2016-01-30,21727.6
2016-01-31,21745.35
2016-02-01,22900.02
2016-02-02,23044.53
2016-02-03,23182.41
2016-02-04,23196.07
2016-02-05,23100.15
2016-02-06,23168.33
2016-02-07,23086.01
2016-02-08,23154
2016-02-09,23288.33
2016-02-10,23449.08
2016-02-11,21681.73
2016-02-12,23447.63
2016-02-13,23659.65
2016-02-14,23589.55
2016-02-15,23590.69
2016-02-16,23836.48
2016-02-17,21930.67
2016-02-18,22707.54
2016-02-19,22707.81
2016-02-20,22657.02
2016-02-21,22653.27
2016-02-22,22803.17
2016-02-23,22848.18
2016-02-24,22939.59
2016-02-25,22781.42
2016-02-26,22894.35
2016-02-27,22749.7
2016-02-28,22773.5
2016-02-29,22770.44
2016-03-01,22699.89
2016-03-02,23721.7
2016-03-03,23716.32
2016-03-04,22026.63
2016-03-05,23730.61
2016-03-06,23739.74
2016-03-07,23744.46
2016-03-08,23647.75
2016-03-09,23640.59
2016-03-10,23480.68
2016-03-11,23354.51
2016-03-12,22509.14
2016-03-13,22504.94
2016-03-14,21256.37
2016-03-15,21281.84
2016-03-16,21304.72
2016-03-17,21073.05
2016-03-18,21114.23
2016-03-19,21134.07
2016-03-20,21164.44
2016-03-21,21150.44
2016-03-22,20956.69
2016-03-23,21038.22
2016-03-24,20902.5
2016-03-25,20925.17
2016-03-26,20764.05
2016-03-27,20826.05
2016-03-28,20933.71
2016-03-29,21049.23
2016-03-30,21146.88
2016-03-31,21224.79
2016-04-01,21575.71
2016-04-02,21559.69
2016-04-03,21547.01
2016-04-04,21568.39
2016-04-05,21536.6
2016-04-06,21531.09
2016-04-07,21590.15
2016-04-08,21613.15
2016-04-09,21808.7
2016-04-10,21794.34
2016-04-11,21729.97
2016-04-12,19915.59
2016-04-13,21703.59
2016-04-14,21696.04
2016-04-15,21535.98
2016-04-16,21510.06
2016-04-17,21486.48
2016-04-18,21317.78
2016-04-19,21316.6
2016-04-20,21073.95
2016-04-21,21098.66
2016-04-22,21507.98
2016-04-23,21506.78
2016-04-24,21498.92
2016-04-25,21526.76
2016-04-26,21611.22
2016-04-27,21600.92
2016-04-28,21607.06
2016-04-29,21613.59
2016-04-30,21640
2016-05-01,21553.55
2016-05-02,21496.73
2016-05-03,21437.17
2016-05-04,21318.96
2016-05-05,21749.99
2016-05-06,21696.88
2016-05-07,21361.82
2016-05-08,19519.81
2016-05-09,21307.51
2016-05-10,21287.7
2016-05-11,21276.4
2016-05-12,21345.71
2016-05-13,21378.27
2016-05-14,21876.44
2016-05-15,21801.84
2016-05-16,21732.07
2016-05-17,21789.37
2016-05-18,21844.45
2016-05-19,21916.74
2016-05-20,22162.54
2016-05-21,22074.42
2016-05-22,22086.41
2016-05-23,22703.39
2016-05-24,22686.92
2016-05-25,22755.21
2016-05-26,22711.85
2016-05-27,22746.89
2016-05-28,22762.25
2016-05-29,22763.3
2016-05-30,21115.98
2016-05-31,22996.25
2016-06-01,22781.35
2016-06-02,22670.8
2016-06-03,23356.47
2016-06-04,23364.44
2016-06-05,23261.61
2016-06-06,23277.53
2016-06-07,23532.78
2016-06-08,23582.18
2016-06-09,23635.98
2016-06-10,21808.77
2016-06-11,21753.04
2016-06-12,23597.71
2016-06-13,23167.29
2016-06-14,23120.1
2016-06-15,23161.77
2016-06-16,23441.74
2016-06-17,23385.9
2016-06-18,23432.48
2016-06-19,23419.87
2016-06-20,23404.25
2016-06-21,23386.4
2016-06-22,23321.12
2016-06-23,23307.08
2016-06-24,23315.88
2016-06-25,23319.78
2016-06-26,23312.51
2016-06-27,23360.76
2016-06-28,23437.55
2016-06-29,23472.08
2016-06-30,23622.96
2016-07-01,23651.07
2016-07-02,23573.17
2016-07-03,21729.11
2016-07-04,23663.13
2016-07-05,23301.9
2016-07-06,23391.23
2016-07-07,23190.59
2016-07-08,23651.68
2016-07-09,23597.21
2016-07-10,23649.82
2016-07-11,23567.78
2016-07-12,23451.54
2016-07-13,23195.71
2016-07-14,21178.88
2016-07-15,22709.08
2016-07-16,22716.35
2016-07-17,22537.61
2016-07-18,22564.52
2016-07-19,23322.39
2016-07-20,23283.53
2016-07-21,23252.58
2016-07-22,23149.62
2016-07-23,23135.98
2016-07-24,23120.43
2016-07-25,23119.27
2016-07-26,23345.06
2016-07-27,23479.89
2016-07-28,23462.16
2016-07-29,23467.81
2016-07-30,23491.12
2016-07-31,23427.61
2016-08-01,23018.45
2016-08-02,23318.14
2016-08-03,23362.22
2016-08-04,23589.86
2016-08-05,23630.71
2016-08-06,23641.25
2016-08-07,23888.16
2016-08-08,23777.97
2016-08-09,23900.19
2016-08-10,23822.35
2016-08-11,23844.34
2016-08-12,23932.84
2016-08-13,23318.17
2016-08-14,22869.83
2016-08-15,22872.35
2016-08-16,22880.13
2016-08-17,23371.88
2016-08-18,23230.8
2016-08-19,23208.78
2016-08-20,23197.23
2016-08-22,23187.77
2016-08-23,23183.75
2016-08-24,23182.05
2016-08-25,23114.98
2016-08-26,24100.58
2016-08-27,23948.85
2016-08-28,23942.08
2016-08-29,23935.89
2016-08-30,23939.09
2016-08-31,23934.7
2016-09-01,23949.3
2016-09-02,24094.24
2016-09-03,24077.58
2016-09-04,24102.72
2016-09-05,23810.59
2016-09-06,23790.15
2016-09-07,23784.37
2016-09-08,23758.14
2016-09-09,23816.3
2016-09-10,23497.34
2016-09-11,23440.99
2016-09-12,23410.88
2016-09-13,23352.48
2016-09-14,23286.09
2016-09-15,23344.42
2016-09-16,23306.49
2016-09-17,23241.17
2016-09-19,23087.09
2016-09-20,23035.05
2016-09-21,23071.28
2016-09-22,23063.3
2016-09-23,23125.04
2016-09-24,23126.95
2016-09-25,23151.08
2016-09-26,23398.89
2016-09-27,23422.23
2016-09-28,23490.54
2016-09-29,23476.67
2016-09-30,23439.71
2016-10-01,23441.26
2016-10-02,23474.23
2016-10-03,23439.91
2016-10-04,23359.74
2016-10-05,23399.49
2016-10-06,23391.06
2016-10-07,23310.73
2016-10-08,23396.51
2016-10-09,23383.83
2016-10-10,23391.38
2016-10-11,23203.62
2016-10-12,23226.34
2016-10-13,23346.79
2016-10-14,23482.21
2016-10-15,23468.7
2016-10-16,23519.25
2016-10-17,23483.09
2016-10-18,23489.26
2016-10-19,23421.56
2016-10-20,23616.1
2016-10-21,23082.37
2016-10-22,23494.59
2016-10-23,23567.96
2016-10-24,23558.22
2016-10-25,23508.44
2016-10-26,23556.02
2016-10-27,23548.82
2016-10-28,23503.09
2016-10-29,23454.12
2016-10-30,23457.62
2016-10-31,23663.62
2016-11-01,23537.33
2016-11-02,23505.06
2016-11-03,23369.38
2016-11-04,23420.27
2016-11-05,23456.38
2016-11-06,23246.99
2016-11-07,23251.89
2016-11-08,23139.01
2016-11-09,23221.65
2016-11-10,23022.98
2016-11-11,23022.65
2016-11-12,22788.72
2016-11-13,24078.01
2016-11-14,23991.95
2016-11-15,24002.18
2016-11-16,23532.35
2016-11-17,23604.93
2016-11-18,23015.34
2016-11-19,24068.01
2016-11-20,24302.04
2016-11-21,24200.8
2016-11-22,23880.43
2016-11-23,23917.36
2016-11-24,24228.44
2016-11-25,22087.69
2016-11-26,23700.77
2016-11-27,23725.31
2016-11-28,23096.98
2016-11-29,22702.99
2016-11-30,22691.13
2016-12-01,22701.79
2016-12-02,22685.49
2016-12-03,22671.41
2016-12-04,23491.49
2016-12-05,23611.18
2016-12-06,23645.36
2016-12-07,23883.76
2016-12-08,23956.23
2016-12-09,23955.43
2016-12-10,23976.13
2016-12-11,24005.07
2016-12-12,24009.18
2016-12-13,23998.38
2016-12-14,24014.21
2016-12-15,23990.62
2016-12-16,24048.55
2016-12-17,24038.43
2016-12-18,24264.35
2016-12-19,24245.45
2016-12-20,24292.55
2016-12-21,24249.11
2016-12-22,24192.62
2016-12-23,24158.18
2016-12-24,24160.4
2016-12-25,24135.34
2016-12-26,24040.29
2016-12-27,23640.33
2016-12-28,23661.15
2016-12-29,23670.48
2016-12-30,24175.43
2016-12-31,23819.45
2017-01-01,23948.74
2017-01-02,23603.35
2017-01-03,23601.23
2017-01-04,23534.11
2017-01-05,23538.63
2017-01-06,23450.96
2017-01-07,23454.65
2017-01-08,22965.7
2017-01-09,22970.82
2017-01-10,22986.52
2017-01-11,23001.74
2017-01-12,23063.55
2017-01-13,23082.51
2017-01-14,23035.16
2017-01-15,23032.68
2017-01-16,23059.48
2017-01-17,23064.89
2017-01-18,23359.62
2017-01-19,23416.79
2017-01-20,23433.03
2017-01-21,23163.07
2017-01-22,23164.96
2017-01-23,23208.6
2017-01-24,23261.31
2017-01-25,23255.29
2017-01-26,23227.96
2017-01-27,23605.45
2017-01-28,23551.6
2017-01-29,23464.3
2017-01-30,23518.78
2017-01-31,23488.47
2017-02-01,23433.53
2017-02-02,23483.05
2017-02-03,23355.45
2017-02-04,24126.54
2017-02-05,23439.79
2017-02-06,23317.74
2017-02-07,23343.55
2017-02-08,23382.58
2017-02-09,23178.48
2017-02-10,23430.42
2017-02-11,23215.4
2017-02-12,23151.01
2017-02-13,23092.22
2017-02-14,23142.35
2017-02-15,21059.47
2017-02-16,23200.4
2017-02-17,23249.08
2017-02-18,23208.72
2017-02-19,23193.2
2017-02-20,23302.24
2017-02-21,23102.75
2017-02-22,23123.71
2017-02-23,22792.03
2017-02-26,22534.91
2017-02-27,22536.08
2017-02-28,22210.76
2017-03-01,22039.56
2017-03-02,21902.63
2017-03-03,21396.07
2017-03-04,21412.12
2017-03-05,21879.23
2017-03-06,21900.67
2017-03-07,21335.79
2017-03-08,21855.11
2017-03-09,21491.85
2017-03-10,21501.01
2017-03-11,21429.17
2017-03-12,21867.05
2017-03-13,22518.67
2017-03-14,22512.03
2017-03-15,22390.06
2017-03-17,22432.56
2017-03-18,22223.66
2017-03-19,22326.69
2017-03-20,22340.78
2017-03-21,22816.28
2017-03-22,22860.5
2017-03-23,22853.65
2017-03-24,23146.41
2017-03-25,23146.11
2017-03-26,22822.79
2017-03-27,22781.96
2017-03-28,23058.65
2017-03-29,22893.7
