Date,Close
5/20/2011 16:00:00,4732.2
5/23/2011 16:00:00,4643
5/24/2011 16:00:00,4628.8
5/25/2011 16:00:00,4584.7
5/26/2011 16:00:00,4660.2
5/27/2011 16:00:00,4684
5/30/2011 16:00:00,4667.5
5/31/2011 16:00:00,4708.3
6/1/2011 16:00:00,4707.3
6/2/2011 16:00:00,4600.4
6/3/2011 16:00:00,4583.1
6/6/2011 16:00:00,4569.1
6/7/2011 16:00:00,4566.3
6/8/2011 16:00:00,4536.8
6/9/2011 16:00:00,4549.6
6/10/2011 16:00:00,4562.1
6/14/2011 16:00:00,4585
6/15/2011 16:00:00,4566.8
6/16/2011 16:00:00,4479.2
6/17/2011 16:00:00,4484.9
6/20/2011 16:00:00,4451.7
6/21/2011 16:00:00,4508.2
6/22/2011 16:00:00,4532.6
6/23/2011 16:00:00,4500.5
6/24/2011 16:00:00,4508.1
6/27/2011 16:00:00,4461.8
6/28/2011 16:00:00,4474.3
6/29/2011 16:00:00,4529.5
6/30/2011 16:00:00,4608
7/1/2011 16:00:00,4591.2
7/4/2011 16:00:00,4610.7
7/5/2011 16:00:00,4598.1
7/6/2011 16:00:00,4605
7/7/2011 16:00:00,4605.5
7/8/2011 16:00:00,4654.7
7/11/2011 16:00:00,4582.3
7/12/2011 16:00:00,4495.4
7/13/2011 16:00:00,4514.8
7/14/2011 16:00:00,4490.7
7/15/2011 16:00:00,4473.5
7/18/2011 16:00:00,4472
7/19/2011 16:00:00,4468.1
7/20/2011 16:00:00,4549.7
7/21/2011 16:00:00,4556
7/22/2011 16:00:00,4602.9
7/25/2011 16:00:00,4530.4
7/26/2011 16:00:00,4573.3
7/27/2011 16:00:00,4537.4
7/28/2011 16:00:00,4463.8
7/29/2011 16:00:00,4424.6
8/1/2011 16:00:00,4497.8
8/2/2011 16:00:00,4433.6
8/3/2011 16:00:00,4332.8
8/4/2011 16:00:00,4276.5
8/5/2011 16:00:00,4105.4
8/8/2011 16:00:00,3986.1
8/9/2011 16:00:00,4034.8
8/10/2011 16:00:00,4141.3
8/11/2011 16:00:00,4140.8
8/12/2011 16:00:00,4172.6
8/15/2011 16:00:00,4282.9
8/16/2011 16:00:00,4247.3
8/17/2011 16:00:00,4303.9
8/18/2011 16:00:00,4251.2
8/19/2011 16:00:00,4101.9
8/22/2011 16:00:00,4082.3
8/23/2011 16:00:00,4173.4
8/24/2011 16:00:00,4167.6
8/25/2011 16:00:00,4212.8
8/26/2011 16:00:00,4200
