Date,Close
7/27/2012 16:00:00,25
8/8/2012 16:00:00,24.57
9/12/2012 16:00:00,24.92
9/19/2012 16:00:00,24.78
9/24/2012 16:00:00,24.71
10/8/2012 16:00:00,25
11/1/2012 16:00:00,24.93
11/8/2012 16:00:00,24.85
12/28/2012 16:00:00,24.57
1/7/2013 16:00:00,24.57
1/15/2013 16:00:00,24.53
1/30/2013 16:00:00,24.61
2/12/2013 16:00:00,24.65
2/13/2013 16:00:00,24.71
4/5/2013 16:00:00,24.62
5/6/2013 16:00:00,25
5/10/2013 16:00:00,24.97
5/30/2013 16:00:00,24.79
7/9/2013 16:00:00,24.4
8/6/2013 16:00:00,24.7
8/7/2013 16:00:00,24.66
9/18/2013 16:00:00,24.35
10/1/2013 16:00:00,24.38
10/4/2013 16:00:00,24.28
10/7/2013 16:00:00,24.28
11/4/2013 16:00:00,24.28
11/6/2013 16:00:00,24.18
11/28/2013 16:00:00,24.25
12/12/2013 16:00:00,24.35
12/13/2013 16:00:00,24.3
12/16/2013 16:00:00,24.39
12/23/2013 16:00:00,24.17
1/24/2014 16:00:00,24.41
1/28/2014 16:00:00,24.46
3/5/2014 16:00:00,24.57
3/14/2014 16:00:00,24.52
3/17/2014 16:00:00,24.57
4/2/2014 16:00:00,24.36
4/8/2014 16:00:00,24.48
4/11/2014 16:00:00,24.54
4/16/2014 16:00:00,24.57
4/22/2014 16:00:00,24.53
4/23/2014 16:00:00,24.67
5/8/2014 16:00:00,24.82
5/14/2014 16:00:00,24.85
5/29/2014 16:00:00,25.12
6/2/2014 16:00:00,25.03
6/11/2014 16:00:00,24.93
6/17/2014 16:00:00,25.08
6/18/2014 16:00:00,25.04
6/20/2014 16:00:00,25.13
6/30/2014 16:00:00,25.11
7/4/2014 16:00:00,25.13
7/8/2014 16:00:00,25.06
7/28/2014 16:00:00,25.24
8/1/2014 16:00:00,25.1
8/4/2014 16:00:00,25.15
8/11/2014 16:00:00,25.28
8/15/2014 16:00:00,25.33
9/3/2014 16:00:00,25.34
9/15/2014 16:00:00,25.05
9/18/2014 16:00:00,25.2
9/22/2014 16:00:00,25.15
9/25/2014 16:00:00,25.22
9/29/2014 16:00:00,25.14
9/30/2014 16:00:00,25.19
10/3/2014 16:00:00,25.13
10/6/2014 16:00:00,25.19
10/7/2014 16:00:00,25.22
